average,averageRound,card,colors,lotusScore,numberAvailable,numberTaken,ratio,suggestion
,,Vile Redeemer,,,32,0,,vindicate
,,Glimmerpost,,,32,0,,glimmervoid
148,19,spark rupture,W,2.526595744681,24,1,0.0417,
,,Riveteers Charm,,,32,0,,river of tears
301,38,filter out,U,2.49335106383,24,3,0.125,
,,"Ziatora, the Incinerator",,,32,0,,ziatora's proving ground
,,Lush Oasis,,,8,0,,luminarch aspirant
,,Corrupted Crossroads,,,32,0,,corpse knight
,,Riveteers Overlook,,,32,0,,river of tears
,,Deification,,,24,0,,dead // gone
,,Harnessed Snubhorn,,,24,0,,hard evidence
,,Tolarian Contempt,,,24,0,,tolarian academy
,,Vesuvan Drifter,,,24,0,,vesuva
,,Training Grounds,,,32,0,,trailblazer's torch
,,Metropolis Reformer,,,24,0,,metallic rebuke
,,Blot Out,,,24,0,,blood artist
,,Ayara's Oathsworn,,,24,0,,"ayara, first of locthwain"
,,"Tazri, Stalwart Survivor",,,24,0,,taiga
,,Death-Rattle Oni,,,24,0,,death-greeter's champion
249,32,"nissa, resurgent animist",G,1.407358156117,24,1,0.0417,
,,Markov Baron,,,24,0,,march of otherworldly light
,,Urborg Scavengers,,,24,0,,"urborg, tomb of yawgmoth"
,,Kolaghan Warmonger,,,24,0,,kolaghan's command
,,Reckless Handling,,,24,0,,reckless stormseeker // storm-charged slasher
,,Animist's Might,,,24,0,,"anim pakal, thousandth moon"
,,Plargg and Nassari,,,24,0,,plague belcher
,,Arni Metalbrow,,,24,0,,"aragorn, king of gondor"
,,Leyline Immersion,,,24,0,,leyline binding
,,Open the Way,,,24,0,,opalescence
,,Tranquil Frillback,,,24,0,,transmute artifact
,,Undercity Upheaval,,,24,0,,undercity sewers
,,"Calix, Guided by Fate",,,24,0,,calamity's wake
,,Cosmic Rebirth,,,24,0,,coalition relic
,,Campus Renovation,,,24,0,,cabal coffers
,,Gold-Forged Thopteryx,,,24,0,,goldspan dragon
,,"Jolrael, Voice of Zhalfir",,,24,0,,"jolrael, mwonvuli recluse"
,,"Danitha, New Benalia's Light",,,24,0,,dance of the dead
,,Feast of the Victorious Dead,,,24,0,,feed the swarm
124,16,"ob nixilis, captive kingpin",BR,2.792553191489,24,1,0.0417,
,,"Jirina, Dauntless General",,,24,0,,jace's defeat
,,The Kenriths' Royal Funeral,,,24,0,,the book of exalted deeds
,,"Kiora, Sovereign of the Deep",,,24,0,,"kiki-jiki, mirror breaker"
,,Nahiri's Resolve,,,24,0,,"nahiri, the unforgiving"
,,"Nahiri, Forged in Fury",,,24,0,,"nahiri, the unforgiving"
309,39,"samut, vizier of naktamun",GR,0.742464539096,24,1,0.0417,
,,"Niv-Mizzet, Supreme",,,24,0,,"niv-mizzet, parun"
,,"Narset, Enlightened Exile",,,24,0,,"narset, parter of veils"
,,"Nashi, Moon's Legacy",,,24,0,,"nadu, winged wisdom"
193.7826,25,archon of emeria,W,34.832116023936,32,23,0.7188,
,,Rebuild the City,,,24,0,,reality shift
,,"Rocco, Street Chef",,,24,0,,robber of the rich
,,"Sarkhan, Soul Aflame",,,24,0,,sardian avenger
288.6,37,"iona, shield of emeria",W,3.631981382979,32,5,0.1563,
,,"Pia Nalaar, Consul of Revival",,,24,0,,pick your poison
144.3571,19,prismatic ending,W,53.906259973404,32,28,0.875,
,,Tyvar the Bellicose,,,24,0,,"tyvar, jubilant brawler"
,,"Karn, Legacy Reforged",,,24,0,,"karn, scion of urza"
,,Drannith Ruins,,,24,0,,drannith magistrate
115.1818,15,brain freeze,U,47.689498005319,32,22,0.6875,
251,32,bolas's citadel,B,4.155585106383,32,4,0.125,
70.6875,9,mental misstep,U,81.200132978723,32,32,1,
,,"Sigarda, Font of Blessings",,,24,0,,sigarda's aid
139.6071,18,collector ouphe,G,55.011645611702,32,28,0.875,
97.2,13,"comet, stellar pup",RW,69.514627659574,32,30,0.9375,
263.1667,33,noxious revival,G,5.626660571809,32,6,0.1875,
257,33,"lavinia, azorius renegade",UW,8.901263297872,32,9,0.2813,
18.3548,3,urza's saga,,92.14595412234,32,31,0.9688,
,,Flickering Ward,,,32,0,,flickerwisp
,,Temporary Truce,,,32,0,,temporal mastery
,,Environmental Sciences,,,32,0,,enchantress's presence
,,Umbral Mantle,,,32,0,,umezawa's jitte
,,Snow-Covered Wastes,,,5,0,,snow-covered island
,,Thornbite Staff,,,32,0,,thorn of amethyst
,,Tarnished Citadel,,,32,0,,tarfire
,,Transcendent Master,,,32,0,,transmute artifact
,,King's Assassin,,,32,0,,"kinnan, bonder prodigy"
,,Hoodwink,,,32,0,,hope of ghirapur
314.5,40,nomads en-kor,W,1.02227393617,32,2,0.0625,
280.0909,36,"kataki, war's wage",W,8.768285405585,32,11,0.3438,
304.5,39,back to basics,U,5.942486702128,32,10,0.3125,
258.4615,33,mindbreak trap,U,12.699472240691,32,13,0.4063,
235.0769,30,echo of eons,U,15.226066323138,32,13,0.4063,
289.6667,37,standstill,U,2.152592253989,32,3,0.0938,
102.7931,13,thassa's oracle,U,65.849402426862,32,29,0.9063,
,,Goblin Settler,,,32,0,,goblin assault
,,Dakmor Sorceress,,,32,0,,dack fayden
227.2222,29,cabal ritual,B,11.128658577128,32,9,0.2813,
24.9063,4,tinker,U,93.375984042553,32,32,1,
285.75,36,contamination,B,3.000332446809,32,4,0.125,
300,38,goblin lackey,R,1.26329787234,32,2,0.0625,
,,Hunting Cheetah,,,32,0,,hullbreacher
97.6087,13,underworld breach,R,53.216422041223,32,23,0.7188,
,,Proteus Staff,,,32,0,,professor onyx
,,Crackdown,,,32,0,,crabomination
,,Velukan Dragon,,,32,0,,vedalken shackles
83.1613,11,lotus petal,,75.448800698138,32,31,0.9688,
,,"Hogaak, Arisen Necropolis",,,32,0,,hope of ghirapur
,,Rain of Daggers,,,32,0,,rain of filth
,,Crashing Footfalls,,,32,0,,crabomination
,,Forest Bear,,,32,0,,forensic gadgeteer
,,Control of the Court,,,32,0,,containment priest
,,Smokestack,,,32,0,,smoldering marsh
,,Nalathni Dragon,,,3,0,,"nadu, winged wisdom"
285,,Arena,R,4.840425531915,32,0,0.2,arena of glory
,,Power Matrix,,,32,0,,power artifact
,,Norwood Priestess,,,32,0,,no more lies
,,Dragon's Approach,,,32,0,,dragon's claw
,,Sigardian Evangel,,,32,0,,sigarda's aid
,,Oracle of the Alpha,,,32,0,,oracle of mul daya
,,Toralf's Disciple,,,32,0,,"toralf, god of fury // toralf's hammer"
,,Tower of the Magistrate,,,32,0,,tolaria west
,,Indicate,,,3,0,,indatha triome
,,Tenacious Pup,,,32,0,,tendo ice bridge
,,Forsaken Crossroads,,,32,0,,forbidden orchard
,,Sanguine Brushstroke,,,32,0,,sanctifier en-vec
,,"Rusko, Clockmaker",,,32,0,,ruby medallion
,,"Kozilek, Compleated",,,3,0,,"kozilek, butcher of truth"
,,Marchesa's Surprise Party,,,3,0,,march of otherworldly light
,,Arcanum Things,,,3,0,,arcane artisan
,,Omnipresent Impostor,,,3,0,,omniscience
,,Rule with an Even Hand,,,3,0,,rule of law
,,Champion of the Hareish,,,3,0,,champion of the parish
,,Abbot of the Sacred Meeple,,,3,0,,"abdel adrian, gorion's ward"
,,Defender of the Queue,,,3,0,,defense grid
,,Friarball,,,3,0,,fracture
,,"Brigid, Who's Seen Some Stuff",,,3,0,,brightclimb pathway // grimclimb pathway
,,"Avacyn's Collar, the Symbol of Her Church",,,3,0,,avacyn's pilgrim
,,Jeskai Baller,,,3,0,,jeska's will
,,Noble Ox,,,3,0,,noble hierarch
,,Intangible Vibes,,,3,0,,"inti, seneschal of the sun"
,,Knight of Lost Causes,,,3,0,,knight of autumn
,,Muraganda Eldrazi,,,3,0,,murderous cut
,,Sliver of Hope,,,3,0,,slickshot show-off
,,Plain Walker,,,3,0,,plague belcher
,,New Master of Arms,,,3,0,,necrogen mists
,,Tax Taker,,,3,0,,taiga
,,A Girl and Her Dogs,,,3,0,,aarakocra sneak
,,Blurry Visionary,,,3,0,,blue elemental blast
,,Can't Quite Recall,,,3,0,,candelabra of tawnos
,,"Alberix, the Trade Planet",,,3,0,,all is dust
,,Catch of the Day,,,3,0,,cataclysm
,,Heart of a Duelist,,,3,0,,headliner scarlett
,,Map to Lorthos's Temple,,,3,0,,maddening cacophony
,,Duelists' Convocation International,,,3,0,,duelist of the mind
,,Night of the Flying Merfolk,,,3,0,,night's whisper
,,Search Elemental,,,3,0,,searing blaze
,,No-Regrets Egret,,,3,0,,no more lies
,,Subgoyf,,,3,0,,submerge
,,Panglacial Shinobi,,,3,0,,pack rat
,,Two by Four,,,3,0,,twilight mire
,,Wisedrafter's Will,,,3,0,,wish
,,Your Wish Is My Command,,,3,0,,you are already dead
,,Cleaver Blow,,,3,0,,clearwater pathway // murkwater pathway
,,Call from the Grave,,,32,0,,call of the ring
,,Creepy Crawler,,,3,0,,creeping corrosion
,,Common Black Removal,,,3,0,,commandeer
,,Magus of the Chains,,,3,0,,magus of the moon
,,Lich's Duel Mastery,,,3,0,,lich's mirror
,,Lifening Elemental,,,3,0,,life // death
,,The Many Deeds of Belzenlok,,,3,0,,the meathook massacre
,,Pinchy McStingbutt,,,3,0,,pick your poison
,,You Compleat Me,,,3,0,,you are already dead
,,"Oddric, Lunar Marquis",,,3,0,,oath of druids
,,Yawgmoth's Day Planner,,,3,0,,yawgmoth's will
,,"Toofer, Keeper of the Full Grip",,,3,0,,tooth and nail
,,All-Star Kicker,,,3,0,,all is dust
,,Boltfire,,,3,0,,bolas's citadel
,,Bolshack Dragon,,,3,0,,bolas's citadel
,,TL;DR,,,3,0,,taiga
,,Boulder Jockey,,,3,0,,bountiful landscape
,,Gobland,,,3,0,,goblin assault
,,Pyromancy 101,,,3,0,,pyroblast
,,Snap Judgment,,,3,0,,snap
,,Flanking Licid,,,3,0,,flame blitz
,,Immersturm Battlefield,,,3,0,,immolation shaman
,,Planeswalkerificate,,,3,0,,planebound accomplice
,,Toddler's Rage,,,3,0,,tolaria west
,,Dwarven Confluencer,,,3,0,,dack fayden
,,Wormhole Warp,,,3,0,,worldly tutor
,,Built Bear,,,3,0,,burgeoning
,,Zone of Flame,,,3,0,,"zabaz, the glimmerwasp"
,,Vuzzle Spaceship,,,3,0,,v.a.t.s.
,,Flavor Disaster,,,3,0,,flame blitz
,,Dairy Cow,,,3,0,,dack fayden
,,Naturalize 2,,,3,0,,natural order
,,Glade of the Pump Spells,,,3,0,,gladecover scout
,,Meandered Towershell,,,3,0,,meddling mage
,,Penumbra Umbra,,,3,0,,pentad prism
,,Phyrexian Seedling,,,3,0,,phyrexian altar
,,Werewhat,,,3,0,,werefox bodyguard
,,Wrenn and One,,,3,0,,wrenn and realmbreaker
,,Starting Town NPC,,,3,0,,"starscream, power hungry // starscream, seeker leader"
,,"Teferi, Druid of Argoth",,,3,0,,"teferi, hero of dominaria"
,,Spuzzem Strategist,,,3,0,,spara's headquarters
,,"Chatzuk, Mighty Guitarist",,,3,0,,"chatterfang, squirrel general"
,,Jund 'Em Out,,,3,0,,judge's familiar
,,"Glimpse, the Unthinkable",,,3,0,,glimpse of nature
,,"Fludge, Gunk Guardian",,,3,0,,flumph
,,Don't Worry About It,,,3,0,,dockside extortionist
,,"Chea, Friend to Maybe Too Many",,,3,0,,check for traps
,,"Lutri, Pauper Otter",,,3,0,,"lutri, the spellchaser"
,,Hish of the Snake Cult,,,3,0,,hibernation
,,Mothers Yamazaki,,,3,0,,mother of runes
,,Stone Drake,,,3,0,,stone of erech
,,"Narod, the Beige Flower",,,3,0,,narcomoeba
,,Wrath of Leknif,,,3,0,,wrath of god
,,"Luxior, Ignited",,,3,0,,"luxior, giada's gift"
,,"Terry Pin, Turboturtle",,,3,0,,territorial kavu
,,"Pokey, the Scallywagg",,,3,0,,polluted delta
,,"Wowzer, the Aspirational",,,3,0,,wooded foothills
,,"Rin and Seri, Inseparabler",,,3,0,,rings of brighthearth
,,Orb of Origin,,,3,0,,oracle of mul daya
,,Microscope,,,3,0,,"migloz, maze crusher"
,,Runed Terror,,,3,0,,rundvelt hordemaster
,,Fetching Garden,,,3,0,,fetid heath
,,Madlands,,,3,0,,maddening cacophony
,,The Heron Moon,,,3,0,,the book of exalted deeds
,,Lazotep Archway,,,3,0,,laboratory maniac
,,Omenpath to Naya,,,3,0,,omen machine
,,Temur Elevator,,,3,0,,temur battle rage
,,Processing Plant,,,3,0,,professor onyx
296.5,38,hero of bladehold,W,1.32147606383,32,2,0.0625,
,,Accorder Paladin,,,32,0,,accursed marauder
293,37,mirran crusader,W,0.68982712766,32,1,0.0313,
,,Maestros' Totally Safe Hideout,,,3,0,,maelstrom pulse
,,Slumbering Waterways,,,3,0,,slaughter pact
,,Banishment Decree,,,32,0,,bandit's talent
,,Ardent Recruit,,,32,0,,"aragorn, king of gondor"
,,Choking Fumes,,,32,0,,choking sands
,,Frantic Salvage,,,32,0,,frantic search
,,Gore Vassal,,,32,0,,goryo's vengeance
,,Under-Construction Skyscraper,,,3,0,,undercity sewers
,,Kemba's Legion,,,32,0,,keen duelist
,,Tine Shrike,,,32,0,,tinker
,,Priests of Norn,,,32,0,,priest of titania
,,Corrupted Conscience,,,32,0,,corpse knight
,,Mirran Spy,,,32,0,,mirran crusader
,,Cryptoplasm,,,32,0,,cryptic command
,,Distant Memories,,,32,0,,disenchant
,,Neurok Commando,,,32,0,,necrogen mists
,,Fuel for the Cause,,,32,0,,fugitive codebreaker
,,Oculus,,,32,0,,occult epiphany
,,Serum Raker,,,32,0,,serum powder
,,Quicksilver Geyser,,,32,0,,quickling
,,Vedalken Anatomist,,,32,0,,vedalken shackles
,,Spire Serpent,,,32,0,,spire of industry
,,Mitotic Manipulation,,,32,0,,"migloz, maze crusher"
,,Caustic Hound,,,32,0,,caustic bronco
,,Flensermite,,,32,0,,flame blitz
,,Gruesome Encore,,,32,0,,"grumgully, the generous"
,,Phyrexian Crusader,,,32,0,,phyrexian censor
,,Flesh-Eater Imp,,,32,0,,flame blitz
,,Phyresis,,,32,0,,phyrexian altar
,,Horrifying Revelation,,,32,0,,horribly awry
,,Morbid Plunder,,,32,0,,moat
,,Phyrexian Vatmother,,,32,0,,phyrexian altar
,,Scourge Servant,,,32,0,,scab-clan berserker
,,Septic Rats,,,32,0,,"sea gate restoration // sea gate, reborn"
,,Virulent Wound,,,32,0,,virtue of loyalty // ardenvale fealty
,,Crush,,,32,0,,crucible of worlds
,,Spread the Sickness,,,32,0,,springheart nantuko
,,Concussive Bolt,,,32,0,,concealed courtyard
,,Gnathosaur,,,32,0,,gnawing vermin
,,Into the Core,,,32,0,,into the flood maw
,,Burn the Impure,,,32,0,,burning hands
,,Hero of Oxid Ridge,,,32,0,,hero of bladehold
329,42,creeping corrosion,G,0.390625,32,1,0.0313,
,,Koth's Courier,,,32,0,,koth of the hammer
,,Kuldotha Ringleader,,,32,0,,kuldotha rebirth
,,Metallic Mastery,,,32,0,,metallic rebuke
,,Blightwidow,,,32,0,,blightsteel colossus
,,Rally the Forces,,,32,0,,rally the ancestors
,,Red Sun's Zenith,,,32,0,,red elemental blast
,,Ogre Resister,,,32,0,,oath of druids
,,Glissa's Courier,,,32,0,,glissa sunslayer
,,Spiraling Duelist,,,32,0,,spire of industry
,,Fangren Marauder,,,32,0,,fable of the mirror-breaker // reflection of kiki-jiki
293,37,"thrun, the last troll",G,4.138962765957,32,6,0.1875,
,,Mirran Mettle,,,32,0,,mirran crusader
,,Melira's Keepers,,,32,0,,meltdown
,,Phyrexian Hydra,,,32,0,,phyrexian altar
302,38,"tezzeret, agent of bolas",BU,0.615026595745,32,1,0.0313,
,,Rot Wolf,,,32,0,,rotting regisaur
,,Quilled Slagwurm,,,32,0,,quickling
,,Plaguemaw Beast,,,32,0,,plague belcher
,,Pistus Strike,,,32,0,,pick your poison
,,Tangle Mantis,,,32,0,,tangle wire
,,"Glissa, the Traitor",,,32,0,,glissa sunslayer
,,Viridian Corrupter,,,32,0,,virtue of loyalty // ardenvale fealty
,,Copper Carapace,,,32,0,,coppercoat vanguard
,,Bladed Sentinel,,,32,0,,blade of the bloodchief
364,46,myr welder,,0.099734042553,32,1,0.0313,
,,Decimator Web,,,32,0,,decimator of the provinces
,,Unnatural Predation,,,32,0,,unburial rites
,,Core Prowler,,,32,0,,corpse knight
,,Gust-Skimmer,,,32,0,,gush
,,Dross Ripper,,,32,0,,drown in the loch
,,Knowledge Pool,,,32,0,,knight exemplar
,,Magnetic Mine,,,32,0,,"magda, brazen outlaw"
,,Phyrexian Digester,,,32,0,,"phyrexian dragon engine // mishra, lost to phyrexia"
,,Myr Turbine,,,32,0,,myr battlesphere
,,Phyrexian Juggernaut,,,32,0,,phyrexian altar
,,Piston Sledge,,,32,0,,pick your poison
,,Sphere of the Suns,,,32,0,,sphere of resistance
,,Shriekhorn,,,32,0,,shadow in the warp
,,Rusted Slasher,,,32,0,,ruby medallion
,,Razorfield Rhino,,,32,0,,razortide bridge
,,Silverskin Armor,,,32,0,,silverblade paladin
,,Spin Engine,,,32,0,,spine of ish sah
220,28,inkmoth nexus,,1.296542553191,32,1,0.0313,
,,Strandwalker,,,32,0,,strangle
,,Tangle Hulk,,,32,0,,tangle wire
,,Titan Forge,,,32,0,,titania's command
,,Viridian Claw,,,32,0,,virtue of loyalty // ardenvale fealty
,,Training Drone,,,32,0,,trailblazer's torch
,,Angel of Fury,,,32,0,,angel's grace
,,Angel of Light,,,32,0,,angel's grace
,,Contested War Zone,,,32,0,,containment priest
,,Armored Griffin,,,32,0,,armored ascension
,,Sea Drake,,,32,0,,"sea gate restoration // sea gate, reborn"
,,Shrine of Loyal Legions,,,32,0,,shadow in the warp
,,Red Cliffs Armada,,,32,0,,red elemental blast
,,Righteous Fury,,,32,0,,ricochet trap
,,Screeching Drake,,,32,0,,scroll rack
,,Fire Dragon,,,32,0,,fire // ice
,,Brimstone Dragon,,,32,0,,"brimaz, king of oreskos"
,,False Defeat,,,32,0,,fallen shinobi
,,Wolf Pack,,,32,0,,wooded foothills
,,Eightfold Maze,,,32,0,,"eiganjo, seat of the empire"
,,Shu Cavalry,,,32,0,,shadow in the warp
,,"Guan Yu, Sainted Warrior",,,32,0,,gush
,,Misfortune's Gain,,,32,0,,miscalculation
,,"Guan Yu's 1,000-Li March",,,32,0,,gush
,,Shu General,,,32,0,,shadow in the warp
,,Forced Retreat,,,32,0,,force of negation
,,"Liu Bei, Lord of Shu",,,32,0,,library of alexandria
,,Shu Elite Companions,,,32,0,,shadow in the warp
,,Shu Soldier-Farmers,,,32,0,,shadow in the warp
,,"Zhang Fei, Fierce Warrior",,,32,0,,"zabaz, the glimmerwasp"
,,"Lu Meng, Wu General",,,32,0,,luminarch aspirant
,,Wu Longbowman,,,32,0,,wurmcoil engine
,,Wu Elite Cavalry,,,32,0,,wurmcoil engine
,,Wu Warship,,,32,0,,wurmcoil engine
,,Desperate Charge,,,32,0,,desperate ritual
,,Ghostly Visit,,,32,0,,ghostly prison
,,"Sun Ce, Young Conquerer",,,32,0,,sun titan
,,Stolen Grain,,,32,0,,stomping ground
,,Wei Infantry,,,32,0,,wear // tear
,,Wei Elite Companions,,,32,0,,wear // tear
,,Burning of Xinye,,,32,0,,burning hands
,,Young Wei Recruits,,,32,0,,young wolf
,,Wei Strike Force,,,32,0,,wear // tear
,,Fire Ambush,,,32,0,,fire // ice
,,Wei Night Raiders,,,32,0,,wear // tear
,,Corrupt Eunuchs,,,32,0,,corpse knight
,,"Dong Zhou, the Tyrant",,,32,0,,dockside extortionist
,,Forked Lightning,,,32,0,,forked bolt
,,Raging Minotaur,,,32,0,,raging ravine
,,Jungle Lion,,,32,0,,judge's familiar
,,"Lu Bu, Master-at-Arms",,,32,0,,luminarch aspirant
,,Heavy Fog,,,32,0,,headliner scarlett
,,Zodiac Dragon,,,32,0,,"zabaz, the glimmerwasp"
,,Trip Wire,,,32,0,,triplicate titan
,,Meng Huo's Horde,,,32,0,,mental misstep
,,Slashing Tiger,,,32,0,,slaughter pact
,,Riding the Dilu Horse,,,32,0,,ricochet trap
,,"Meng Huo, Barbarian King",,,32,0,,mental misstep
,,Champion Lancer,,,32,0,,champion of the parish
,,Just Fate,,,32,0,,judge's familiar
,,Alaborn Trooper,,,32,0,,all is dust
,,Harsh Justice,,,32,0,,harsh mentor
,,Alaborn Musketeer,,,32,0,,all is dust
,,Steam Catapult,,,32,0,,steam vents
,,Cloud Spirit,,,32,0,,cloud of faeries
,,Cloud Dragon,,,32,0,,cloud of faeries
,,Spotted Griffin,,,32,0,,spore frog
,,False Summoning,,,32,0,,fallen shinobi
,,Dakmor Plague,,,32,0,,dack fayden
,,Dread Reaper,,,32,0,,dread return
,,Symbol of Unsummoning,,,32,0,,"sygg, river cutthroat"
,,Talas Researcher,,,32,0,,talisman of conviction
,,Foul Spirit,,,32,0,,founding the third path
,,Thing from the Deep,,,32,0,,thing in the ice // awoken horror
,,Soul Shred,,,32,0,,soul of windgrace
,,Wicked Pact,,,32,0,,wild growth
,,Devastation,,,32,0,,devil's play
,,Prowling Nightstalker,,,32,0,,professor onyx
,,Fire Imp,,,32,0,,fire // ice
,,Fire Tempest,,,32,0,,fire // ice
,,Goblin Bully,,,32,0,,goblin bombardment
,,Lava Flow,,,32,0,,lava axe
,,Goblin Cavaliers,,,32,0,,goblin cannon
,,Goblin General,,,32,0,,goblin guide
,,Bee Sting,,,32,0,,beast within
,,Goblin Firestarter,,,32,0,,goblin assault
339,43,gideon blackblade,W,0.615026595745,32,2,0.0625,
,,Alluring Scent,,,32,0,,all is dust
,,Rockslide Ambush,,,32,0,,robber of the rich
,,Deathcoil Wurm,,,32,0,,death wish
,,Wild Ox,,,32,0,,wild growth
,,Ironhoof Ox,,,32,0,,iron apprentice
,,Elite Cat Warrior,,,32,0,,elite spellbinder
,,Whiptail Wurm,,,32,0,,whir of invention
,,Southern Elephant,,,32,0,,soul of windgrace
,,"Kaya, Orzhov Usurper",,,32,0,,kayla's reconstruction
,,"Nicol Bolas, Dragon-God",,,32,0,,night's whisper
,,Vampirism,,,32,0,,vampiric tutor
,,"Domri, Chaos Bringer",,,32,0,,"domri, anarch of bolas"
,,Peace Talks,,,32,0,,peek
,,Dark Privilege,,,32,0,,dark petition
218.5,28,on thin ice,W,2.618018617021,32,2,0.0625,
,,Urborg Mindsucker,,,32,0,,"urborg, tomb of yawgmoth"
,,Bull Elephant,,,32,0,,burgeoning
,,Wicked Reward,,,32,0,,wild growth
,,Force of Virtue,,,32,0,,force of vigor
264,33,winds of abandon,W,0.93085106383,32,1,0.0313,
,,Knight of Old Benalia,,,32,0,,knight of autumn
,,Answered Prayers,,,32,0,,an offer you can't refuse
,,Recruit the Worthy,,,32,0,,recruiter of the guard
,,Splicer's Skill,,,32,0,,splinter twin
,,Soul-Strike Technique,,,32,0,,soul-scar mage
,,Trustworthy Scout,,,32,0,,true-name nemesis
,,Rhox Veteran,,,32,0,,rack and ruin
,,Everdream,,,32,0,,everybody lives!
,,Cunning Evasion,,,32,0,,cunning nightbonder
,,Blizzard Strix,,,32,0,,blightsteel colossus
,,Mirrodin Besieged,,,32,0,,mirrorshell crab
,,Rebuild,,,32,0,,reality shift
,,Spell Snuff,,,32,0,,spell snare
,,Cabal Therapist,,,32,0,,cabal therapy
,,Stream of Thought,,,32,0,,street wraith
,,Watcher for Tomorrow,,,32,0,,waterlogged grove
,,Twisted Reflection,,,32,0,,twilight mire
,,Dead of Winter,,,32,0,,dead // gone
,,String of Disappearances,,,32,0,,strict proctor
,,Force of Despair,,,32,0,,force of negation
,,Feaster of Fools,,,32,0,,feed the swarm
,,Headless Specter,,,32,0,,headliner scarlett
,,Gluttonous Slug,,,32,0,,glacial chasm
,,Ninja of the New Moon,,,32,0,,ninja of the deep hours
,,Rank Officer,,,32,0,,"rankle, master of pranks"
,,Umezawa's Charm,,,32,0,,umezawa's jitte
,,Shatter Assumptions,,,32,0,,shattering blow
,,Smiting Helix,,,32,0,,smirking spelljacker
,,Sadistic Obsession,,,32,0,,sadistic glee
363,46,planebound accomplice,R,0.108045212766,32,1,0.0313,
,,Force of Rage,,,32,0,,force of negation
